# catastrophe model
# p_misseg: 0.01
# n_cells: 10000
# n_chrom: 92
# p_cat: 0.1
# C: 3
 errors  dNk  dNk_w_noise
    0.0    0            0
    2.0    0            0
    0.0    0            0
    2.0    4            4
    0.0    0            0
    2.0    0            2
    2.0    4            5
    0.0    0            0
    2.0    0            4
    1.0    2            4
    0.0    0            1
    1.0    2            3
    0.0    0            0
    1.0    2            5
    0.0    0            1
    2.0    0            0
    0.0    0            1
    2.0    0            3
    0.0    0            2
    2.0    0            2
    0.0    0            0
    0.0    0            0
    0.0    0            2
    5.0   10           11
    4.0    8           12
    1.0    2            2
    0.0    0            3
    2.0    4            4
    0.0    0            0
    1.0    2            2
    2.0    0            2
    0.0    0            0
    2.0    0            2
    0.0    0            1
    0.0    0            1
    2.0    4            5
    2.0    4            8
    0.0    0            2
    2.0    4            5
    3.0    2            3
    0.0    0            1
    0.0    0            0
    1.0    2            2
    1.0    2            2
    1.0    2            3
    2.0    4            4
    0.0    0            2
    1.0    2            3
    2.0    0            2
    2.0    0            0
    1.0    2            3
    1.0    2            3
    1.0    2            3
    1.0    2            3
    0.0    0            1
    1.0    2            5
    0.0    0            1
    2.0    0            0
    2.0    0            1
    2.0    0            1
    0.0    0            4
    2.0    0            4
    0.0    0            1
    3.0    6            6
    1.0    2            4
    2.0    0            1
    2.0    4            7
    2.0    4            5
    1.0    2            3
    2.0    4            6
    1.0    2            3
    3.0    2            2
    2.0    4            5
    2.0    4            4
    0.0    0            0
    2.0    0            3
    1.0    2            3
    0.0    0            1
    1.0    2            2
    2.0    4            6
    0.0    0            3
    1.0    2            2
    1.0    2            2
    0.0    0            0
    2.0    4            5
    1.0    2            2
    0.0    0            1
    0.0    0            0
    1.0    2            2
    0.0    0            2
    1.0    2            5
    0.0    0            0
    0.0    0            3
    1.0    2            2
    2.0    4            5
    1.0    2            4
    0.0    0            1
    1.0    2            2
    1.0    2            2
    0.0    0            1
    3.0    2            3
    0.0    0            2
    1.0    2            3
    1.0    2            2
    1.0    2            4
    1.0    2            2
    0.0    0            3
    1.0    2            3
    0.0    0            0
    0.0    0            0
    0.0    0            3
    0.0    0            1
    3.0    2            3
    1.0    2            3
    1.0    2            2
    4.0    0            0
    1.0    2            2
    0.0    0            2
    0.0    0            1
    0.0    0            1
    0.0    0            0
    1.0    2            3
    1.0    2            3
    1.0    2            4
    1.0    2            2
    0.0    0            0
    0.0    0            1
    0.0    0            2
    1.0    2            4
    0.0    0            0
    1.0    2            4
    3.0    2            2
    1.0    2            3
    2.0    0            1
    0.0    0            0
    1.0    2            2
    1.0    2            2
    1.0    2            3
    3.0    6            7
    0.0    0            3
    2.0    0            0
    3.0    2            2
    0.0    0            3
    0.0    0            2
    2.0    4            4
    1.0    2            3
    1.0    2            3
    0.0    0            0
    1.0    2            3
    0.0    0            2
    0.0    0            0
    1.0    2            3
    1.0    2            3
    3.0    2            3
    2.0    4            5
    0.0    0            0
    1.0    2            2
    2.0    4            6
    1.0    2            3
    0.0    0            0
    4.0    4            6
    1.0    2            4
    2.0    4            6
    0.0    0            0
    3.0    2            2
    2.0    0            0
    2.0    0            0
    2.0    0            1
    0.0    0            0
    1.0    2            2
    0.0    0            0
    0.0    0            1
    0.0    0            1
    3.0    2            2
    1.0    2            4
    1.0    2            3
    2.0    4            5
    2.0    4            5
    0.0    0            1
    0.0    0            0
    1.0    2            2
    0.0    0            0
    0.0    0            0
    2.0    4            5
